,Symbol,Description,Category2,Category3,GICSSector,MarketCap,DividendYield,Country,Action,InstrumentId
0,AAPL,Apple Inc,Common stocks,Large cap,Information Technology,"$2,336,425,290,660",0.62%,USA,Analyze,450dfc6d-5510-4d40-abfb-f633b7d9be3e
1,MSFT,Microsoft Corp,Common stocks,Large cap,Information Technology,"$1,811,287,884,529",1.02%,USA,Analyze,50810c35-d215-4866-9758-0ada4ac79ffa
2,GOOG,Alphabet Inc Class C,Common stocks,Large cap,Communication Services,"$1,134,222,240,000",0.00%,USA,Analyze,943c5009-a0bb-4665-8cf4-a95dab5874e4
3,GOOGL,Alphabet Inc Class A,Common stocks,Large cap,Communication Services,"$1,134,222,240,000",0.00%,USA,Analyze,54db869e-f7d5-45fb-88f1-8d7072d4c8b2
4,AMZN,Amazon.Com Inc.,Common stocks,Large cap,Consumer Discretionary,"$985,785,843,027",0.00%,USA,Analyze,c0bb3aec-bd1e-471e-a4f0-ca011cbec711
5,BRK.B,Berkshire Hathaway Inc. Class B,Common stocks,Large cap,Financials,"$667,907,122,674",0.00%,USA,Analyze,a4f0cca4-79dc-4297-9c02-5bce1909cd4b
6,TSLA,Tesla Inc,Common stocks,Large cap,Consumer Discretionary,"$597,615,406,982",0.00%,USA,Analyze,e39ed23a-7bd1-4587-b060-71988d9ef483
7,UNH,Unitedhealth Group Inc,Common stocks,Large cap,Health Care,"$508,444,735,054",1.13%,USA,Analyze,1abfbfc7-6c65-4ded-8a97-1e7f82220b64
8,JNJ,Johnson & Johnson,Common stocks,Large cap,Health Care,"$456,148,954,913",2.49%,USA,Analyze,fd0c2695-e591-4c28-bdf7-068895ae3b14
9,XOM,Exxon Mobil Corp,Common stocks,Large cap,Energy,"$455,071,423,021",2.37%,USA,Analyze,9133b38b-4917-4b5a-8eab-c029d60f9912
10,JPM,JP Morgan Chase & Co,Common stocks,Large cap,Financials,"$396,217,316,271",2.94%,USA,Analyze,43c1172a-9130-420a-ac9b-b01a6ff5dd54
11,NVDA,Nvidia Corp,Common stocks,Large cap,Information Technology,"$392,175,000,000",0.10%,USA,Analyze,a4ecd608-e7b4-4ff3-afa5-f77ae7632dfb
12,V,Visa Inc Class A,Common stocks,Large cap,Information Technology,"$388,612,523,772",0.76%,USA,Analyze,93495afe-b84b-4664-881c-b6361b0edeef
13,WMT,Walmart Stores Inc,Common stocks,Large cap,Consumer Staples,"$386,398,912,711",1.56%,USA,Analyze,ad1edbfb-19c8-4939-be66-1f09bd65b902
14,CVX,Chevron Corp,Common stocks,Large cap,Energy,"$350,568,668,390",3.05%,USA,Analyze,7a6a30e2-cf4d-40dd-8baa-0cea48de85e4
15,LLY,Eli Lilly,Common stocks,Large cap,Health Care,"$350,349,595,288",1.02%,USA,Analyze,25add190-d683-4983-808f-44edf7b58c93
16,PG,Procter & Gamble,Common stocks,Large cap,Consumer Staples,"$336,784,814,892",2.53%,USA,Analyze,1520c0c0-7b1f-4464-9b5e-800a2a3ce29f
17,MA,Mastercard Inc Class A,Common stocks,Large cap,Information Technology,"$321,689,151,638",0.46%,USA,Analyze,8373dfad-6a18-481e-a6da-b6d754fa7937
18,HD,Home Depot Inc,Common stocks,Large cap,Consumer Discretionary,"$319,095,532,283",2.34%,USA,Analyze,599dd133-44d3-4c1e-b992-eb08b7ab7faa
19,BAC,Bank of America Corp,Common stocks,Large cap,Financials,"$305,895,341,273",2.21%,USA,Analyze,0dd811b3-7047-448d-96e0-7bf6ee4cfe45
20,META,"Meta Platforms, Inc.",Common stocks,Large cap,Communication Services,"$300,930,300,000",0.00%,USA,Analyze,ebab2398-028d-4939-9f1d-13bf38f81c50
21,PFE,Pfizer Inc,Common stocks,Large cap,Health Care,"$265,913,228,710",3.34%,USA,Analyze,6ec6c70e-d686-4d73-b5a8-74fec96aca0e
22,ABBV,Abbvie Inc,Common stocks,Large cap,Health Care,"$264,776,901,658",3.71%,USA,Analyze,279e98b9-2e23-4cf2-90ed-c085ea472105
23,KO,Coca-Cola,Common stocks,Large cap,Consumer Staples,"$263,276,367,512",2.83%,USA,Analyze,bb9a01df-5982-42d4-88db-8662f23cdab5
24,MRK,Merck & Co Inc,Common stocks,Large cap,Health Care,"$258,331,495,791",2.68%,USA,Analyze,25055233-cdb6-4e80-99f2-13ed1ce5a30a
25,PEP,Pepsico Inc,Common stocks,Large cap,Consumer Staples,"$250,329,763,275",2.43%,USA,Analyze,376ca781-1333-40ca-bd61-a48f46ebd950
26,COST,Costco Wholesale Corp,Common stocks,Large cap,Consumer Staples,"$227,113,464,924",0.68%,USA,Analyze,ec89803c-c5e5-4df1-889c-da4f8cb6f8cd
27,ORCL,Oracle Corp,Common stocks,Large cap,Information Technology,"$208,063,154,529",1.65%,USA,Analyze,be5fb320-73c5-4f9e-a825-1c632bdd5f92
28,AVGO,Broadcom Inc.,Common stocks,Large cap,Information Technology,"$205,161,587,566",3.21%,USA,Analyze,698f04e6-1710-4f34-b7af-4a88fe5e47b3
29,TMO,Thermo Fisher Scientific Inc,Common stocks,Large cap,Health Care,"$204,169,163,063",0.22%,USA,Analyze,9b7ab2ce-b812-4497-b71a-a68d4b57e384
30,MCD,Mcdonalds Corp,Common stocks,Large cap,Consumer Discretionary,"$202,061,103,325",1.98%,USA,Analyze,41eac3c6-f7f7-4c4a-b696-ab9d1b913981
31,DHR,Danaher Corp,Common stocks,Large cap,Health Care,"$194,999,368,985",0.36%,USA,Analyze,32892812-5019-4694-91ca-1ba0c1f5c681
32,ACN,Accenture Plc Class A,Common stocks,Large cap,Information Technology,"$190,806,063,731",1.40%,USA,Analyze,ac6ddf2b-ef9e-4221-a1fe-fde5ceaa8f99
33,CSCO,Cisco Systems Inc,Common stocks,Large cap,Information Technology,"$187,609,824,665",3.28%,USA,Analyze,8a9fe49d-5d0a-4040-a19b-f3f4df44408f
34,TMUS,T Mobile US Inc,Common stocks,Large cap,Communication Services,"$187,182,989,460",0.00%,USA,Analyze,44a11079-4699-4442-84f8-f8cdf2c1a3c8
35,WFC,Wells Fargo,Common stocks,Large cap,Financials,"$182,713,038,559",2.27%,USA,Analyze,bb69e3f5-6fd8-421c-b2bb-a347dfa84275
36,ABT,Abbott Laboratories,Common stocks,Large cap,Health Care,"$181,732,694,777",1.79%,USA,Analyze,2018c0a7-2525-4dee-8de4-b6fb2c1f286e
37,BMY,Bristol Myers Squibb,Common stocks,Large cap,Health Care,"$168,774,608,345",2.69%,USA,Analyze,781bc8c8-1649-40d1-8f15-417da0b8f691
38,NEE,Nextera Energy Inc,Common stocks,Large cap,Utilities,"$165,332,015,846",1.98%,USA,Analyze,68bae46a-c0a5-4cda-86a9-1d2460b0b7d3
39,DIS,Walt Disney,Common stocks,Large cap,Communication Services,"$164,913,806,507",0.00%,USA,Analyze,2ed64ef4-2c1a-44d6-832d-1be84741dc41
40,LIN,Linde Plc,Common stocks,Large cap,Materials,"$162,339,406,923",1.38%,USA,Analyze,7db2fc50-0ced-46d3-9e1d-4701a9b76c5f
41,VZ,Verizon Communications Inc,Common stocks,Large cap,Communication Services,"$161,776,968,058",6.54%,USA,Analyze,6957592c-ace4-41f4-98f1-1b3a3a54a7dd
42,COP,ConocoPhillips,Common stocks,Large cap,Energy,"$161,316,360,204",3.03%,USA,Analyze,eec35cc8-10ba-4596-9ce8-fb83600d30fd
43,TXN,Texas Instrument Inc,Common stocks,Large cap,Information Technology,"$158,543,702,369",2.66%,USA,Analyze,fb6de5f3-95a6-457f-887e-4523a5f7cb9e
44,CRM,Salesforce.Com Inc,Common stocks,Large cap,Information Technology,"$156,300,000,000",0.00%,USA,Analyze,cf1d849d-06f7-4374-9e84-13129713d0c7
45,AMGN,Amgen Inc,Common stocks,Large cap,Health Care,"$155,276,884,738",2.57%,USA,Analyze,1b007e76-1549-4166-980a-8d9a90931d93
46,NKE,Nike Inc Class B,Common stocks,Large cap,Consumer Discretionary,"$155,204,400,000",1.22%,USA,Analyze,aec9d597-9fdb-4393-af8b-da2019e2c179
47,ADBE,Adobe Inc,Common stocks,Large cap,Information Technology,"$153,393,755,000",0.00%,USA,Analyze,809adc21-ef75-4c3d-9c0e-5f9a167f235b
48,MS,Morgan Stanley,Common stocks,Large cap,Financials,"$150,081,716,407",3.28%,USA,Analyze,75f435f0-0d44-44a4-bd14-ac2eba5badea
49,UPS,United Parcel Service Inc Class B,Common stocks,Large cap,Industrials,"$149,042,696,987",4.06%,USA,Analyze,a44cd39c-92c2-4f4e-b965-1038c9a1a0c7
50,PM,Philip Morris International Inc,Common stocks,Large cap,Consumer Staples,"$144,556,364,941",5.28%,USA,Analyze,2c0db375-2135-40e5-955f-2bd365b3ca08
51,HON,Honeywell International Inc,Common stocks,Large cap,Industrials,"$144,414,815,434",1.83%,USA,Analyze,de0e6dc1-ca4d-4df7-a07e-baad8b1fcc11
52,RTX,Raytheon Technologies Corporation,Common stocks,Large cap,Industrials,"$143,830,746,226",2.15%,USA,Analyze,1de794e3-c447-4125-b3d9-6bcb4895444c
53,SCHW,Charles Schwab Corporation,Common stocks,Large cap,Financials,"$142,652,836,385",1.06%,USA,Analyze,e30ec6a1-24eb-4bf7-8aee-a252b5ac3d5a
54,CMCSA,Comcast A Corp,Common stocks,Large cap,Communication Services,"$141,368,610,734",3.21%,USA,Analyze,1db76c1d-74b6-46a3-a1e5-c58ab489d5c2
55,QCOM,Qualcomm Inc,Common stocks,Large cap,Information Technology,"$135,282,280,000",2.35%,USA,Analyze,5ea5e761-1747-4911-beec-5a24af338329
56,T,AT&T Inc.,Common stocks,Large cap,Communication Services,"$134,329,200,000",6.35%,USA,Analyze,2b456f6a-3287-4757-abf9-327383d2c708
57,CVS,CVS Health Corp,Common stocks,Large cap,Health Care,"$131,278,434,178",2.18%,USA,Analyze,96d05e43-1b28-4a0c-9904-063b6f989cc0
58,UNP,Union Pacific Corp,Common stocks,Large cap,Industrials,"$130,946,422,392",2.31%,USA,Analyze,29537485-b266-4e20-b045-f07f24df0666
59,LMT,Lockheed Martin Corp,Common stocks,Large cap,Industrials,"$128,618,038,822",2.27%,USA,Analyze,fbfbfb83-373a-4601-8094-6179a2a1942c
60,GS,Goldman Sachs Group Inc,Common stocks,Large cap,Financials,"$128,108,850,986",2.23%,USA,Analyze,801a9500-8a61-4e1c-ae76-0beb4a135fb1
61,IBM,International Business Machines Co,Common stocks,Large cap,Information Technology,"$127,689,766,246",4.58%,USA,Analyze,ae2e4ada-197d-42a4-825c-aff01cc3a8dd
62,LOW,Lowes Companies Inc,Common stocks,Large cap,Consumer Discretionary,"$126,821,539,849",1.80%,USA,Analyze,a03a6b8f-6a84-4219-bb21-a215ffbcb73e
63,ELV,"Elevance Health, Inc.",Common stocks,Large cap,Health Care,"$125,251,562,185",0.95%,USA,Analyze,b916cf49-f09f-4f63-9082-9fcef03cddc2
64,DE,Deere & Company,Common stocks,Large cap,Industrials,"$123,024,699,384",1.06%,USA,Analyze,ec0390db-bc8f-4d46-9353-dc736099d0fe
65,INTC,Intel Corporation Corp,Common stocks,Large cap,Information Technology,"$122,819,520,000",4.82%,USA,Analyze,ad059c69-0c1c-4c6b-8322-f53f1bbd69d4
66,NFLX,Netflix Inc,Common stocks,Large cap,Communication Services,"$121,480,373,350",0.00%,USA,Analyze,81733743-965a-4d93-b87a-6973cb9efd34
67,CAT,Caterpillar Inc,Common stocks,Large cap,Industrials,"$120,969,154,570",1.97%,USA,Analyze,4a4bf458-6a5c-4f74-9c5d-1a4b5b08482e
68,AXP,American Express,Common stocks,Large cap,Financials,"$115,634,259,706",1.28%,USA,Analyze,af3c1d59-612e-400e-b0c2-7e47ebc126bd
69,SPGI,S&P Global Inc,Common stocks,Large cap,Financials,"$115,287,930,000",0.93%,USA,Analyze,e425f3ca-8aa2-47c5-ab92-5e7ec59d1e83
70,BLK,Blackrock Inc,Common stocks,Large cap,Financials,"$114,120,101,360",2.46%,USA,Analyze,c5435e0e-02b0-434f-9717-b13b68ae82d1
71,INTU,Intuit Inc,Common stocks,Large cap,Information Technology,"$113,661,210,008",0.70%,USA,Analyze,7d271a39-74f8-416f-9b74-c238ffd8c7c7
72,SBUX,Starbucks Corp,Common stocks,Large cap,Consumer Discretionary,"$110,448,724,000",2.06%,USA,Analyze,18c7a7ad-3527-47b4-84b4-ce4db0106531
73,AMD,Advanced Micro Devices Inc,Common stocks,Large cap,Information Technology,"$110,398,026,412",0.00%,USA,Analyze,940fc3f5-1db5-4fed-b452-f3a2e4562b5f
74,PLD,"Prologis, Inc",REITs,Large cap,Real Estate,"$109,236,813,840",2.51%,USA,Analyze,2d4d4b6c-cf8b-40d9-82c2-1e3df5b3006c
75,MDT,Medtronic Plc,Common stocks,Large cap,Health Care,"$108,777,905,172",3.17%,USA,Analyze,fc33d542-14cd-4d32-87d5-42f1f7b7c266
76,ADP,Automatic Data Processing Inc,Common stocks,Large cap,Information Technology,"$105,731,301,763",1.62%,USA,Analyze,a6f14684-8867-4a17-b352-c99b1d5b36dd
77,BA,Boeing,Common stocks,Large cap,Industrials,"$105,448,987,391",0.00%,USA,Analyze,ae7f719c-ba1a-4207-8d94-af40fb7310f8
78,GILD,Gilead Sciences Inc,Common stocks,Large cap,Health Care,"$103,600,541,597",3.45%,USA,Analyze,b6b70063-522f-465c-907b-ead86d694684
79,AMT,American Tower Corporation,REITs,Large cap,Real Estate,"$102,852,277,703",2.55%,USA,Analyze,945b391f-6354-47c3-84ba-87c1898242ae
80,PYPL,Paypal Holdings Inc,Common stocks,Large cap,Information Technology,"$98,954,407,138",0.00%,USA,Analyze,309344d3-af67-4190-9970-b10618959fe5
81,CI,Cigna Corp,Common stocks,Large cap,Health Care,"$98,857,649,553",1.34%,USA,Analyze,862f979f-017f-498e-9bfb-4ca05d51b518
82,C,Citigroup Inc,Common stocks,Large cap,Financials,"$93,782,415,675",4.15%,USA,Analyze,31f1745b-6060-49c4-a728-3be519f31315
83,GE,General Electric,Common stocks,Large cap,Industrials,"$93,292,005,793",0.37%,USA,Analyze,20d50213-16f0-440c-855f-05aeedc71c63
84,ISRG,Intuitive Surgical Inc,Common stocks,Large cap,Health Care,"$91,123,745,220",0.00%,USA,Analyze,87be447c-b6f0-44bd-84d5-77b7ec21e785
85,AMAT,Applied Material Inc,Common stocks,Large cap,Information Technology,"$90,151,819,616",1.18%,USA,Analyze,18006bfb-cbad-4326-8348-738c94ea47fa
86,MDLZ,Mondelez International Inc,Common stocks,Large cap,Consumer Staples,"$88,737,890,650",2.19%,USA,Analyze,988df2af-6394-49a0-94a3-84286fc9f61a
87,CB,Chubb Ltd,Common stocks,Large cap,Financials,"$87,953,303,563",1.53%,USA,Analyze,1b682f67-8701-4ee9-9fe4-0d2a71ce666f
88,TJX,"TJX Companies, Inc.",Common stocks,Large cap,Consumer Discretionary,"$85,917,919,114",1.54%,USA,Analyze,a11c6edf-be6e-4e95-9362-8f03076df910
89,EOG,EOG Resources Inc,Common stocks,Large cap,Energy,"$83,591,399,176",2.05%,USA,Analyze,757738d1-3bec-4b19-940c-00105552dcea
90,MMC,Marsh & McLennan Inc,Common stocks,Large cap,Financials,"$83,523,040,715",1.33%,USA,Analyze,b9127775-ad8b-4918-a8be-722983abe4a1
91,SYK,Stryker Corp,Common stocks,Large cap,Health Care,"$82,861,017,254",1.26%,USA,Analyze,204d1471-ab78-477b-bbcd-d9f7c70ddf6a
92,ADI,Analog Devices Inc,Common stocks,Large cap,Information Technology,"$82,484,951,326",1.84%,USA,Analyze,623365ed-3a20-4d53-ba62-cec06f18cb18
93,NOC,Northrop Grumman Corp,Common stocks,Large cap,Industrials,"$81,818,163,008",1.24%,USA,Analyze,57b88101-046d-4553-99a1-7cc92a49d916
94,NOW,Servicenow Inc,Common stocks,Large cap,Information Technology,"$81,620,120,000",0.00%,USA,Analyze,f82f2908-cae3-4b06-86e2-28332a9bdfe3
95,VRTX,Vertex Pharmaceuticals Inc,Common stocks,Large cap,Health Care,"$79,838,742,316",0.00%,USA,Analyze,b2492816-97af-4451-99f4-f69f41fd6801
96,REGN,Regeneron Pharmaceuticals Inc,Common stocks,Large cap,Health Care,"$79,357,654,352",0.00%,USA,Analyze,bf85745c-d392-4602-8fbd-ccca86c43566
97,MO,Altria Group Inc,Common stocks,Large cap,Consumer Staples,"$79,249,873,168",7.99%,USA,Analyze,84719532-6913-4a1e-a943-f2947f822715
98,EL,Estee Lauder Inc Class A,Common stocks,Large cap,Consumer Staples,"$78,121,841,000",1.09%,USA,Analyze,f8bc3c71-9369-46ba-9a32-378a2041b3e4
99,PGR,Progressive Corp,Common stocks,Large cap,Financials,"$75,906,944,435",1.46%,USA,Analyze,95ececd5-586b-4f82-9559-abbd8b132e64
100,TGT,Target Corp,Common stocks,Large cap,Consumer Discretionary,"$75,657,971,119",2.27%,USA,Analyze,1be547f6-699e-4515-a0b3-f4c084aa0082
101,BKNG,Booking Holdings Inc,Common stocks,Large cap,Consumer Discretionary,"$75,503,931,636",0.00%,USA,Analyze,5b779adf-6feb-4c3a-953b-1c7cb8aee6ed
102,SLB,Schlumberger Nv,Common stocks,Large cap,Energy,"$75,295,469,453",1.13%,USA,Analyze,99271df1-5cce-47f4-9480-af09900904c6
103,DUK,Duke Energy Corp,Common stocks,Large cap,Utilities,"$74,773,095,161",3.04%,USA,Analyze,abaf97d3-f256-4246-b540-acc1fccb6fae
104,BX,Blackstone Group Inc. Class A,Common stocks,Large cap,Financials,"$72,648,358,768",4.68%,USA,Analyze,1ec7b3d0-263b-4918-a621-51686af125b2
105,SO,Southern Co,Common stocks,Large cap,Utilities,"$71,536,691,528",4.02%,USA,Analyze,2c55e7d7-0ef8-4ed2-ba4a-f0367a103c5e
106,MMM,3M,Common stocks,Large cap,Industrials,"$71,386,747,472",4.54%,USA,Analyze,d3aa8b83-b8a3-4a86-acb2-0c22061cd7e8
107,HUM,Humana Inc,Common stocks,Large cap,Health Care,"$70,680,957,539",0.55%,USA,Analyze,1734fe6a-5d4c-4850-af4f-0987ecf92fa3
108,GD,General Dynamics Corp,Common stocks,Large cap,Industrials,"$69,592,670,634",1.94%,USA,Analyze,7de86af7-5071-456a-a7c5-efb45789c7a8
109,ITW,Illinois Tool Inc,Common stocks,Large cap,Industrials,"$68,886,545,491",2.19%,USA,Analyze,89393710-eae6-4f05-a9c2-cdc9f120741d
110,USB,US Bancorp,Common stocks,Large cap,Financials,"$66,668,899,817",4.08%,USA,Analyze,077cfe2c-ab1b-4ca5-bf6f-1de249320e57
111,ZTS,Zoetis Inc,Common stocks,Large cap,Health Care,"$66,466,527,207",0.91%,USA,Analyze,ae3f9587-f09e-4dfd-ac36-c3c84b616aa1
112,LRCX,Lam Research Corp,Common stocks,Large cap,Information Technology,"$66,199,893,488",1.28%,USA,Analyze,ca21761c-1217-4e6e-9f63-4c9d43daf9ac
113,WM,Waste Management Inc,Common stocks,Large cap,Industrials,"$66,177,117,417",1.56%,USA,Analyze,1728feb8-ccb0-422a-a08c-87b03eb1f5a1
114,PNC,"PNC Financial Services Group, Inc.",Common stocks,Large cap,Financials,"$66,083,823,557",3.46%,USA,Analyze,6466b05a-a6ab-4da0-bfa7-9507a062fbf9
115,CSX,CSX Corp,Common stocks,Large cap,Industrials,"$65,637,200,519",1.25%,USA,Analyze,c67150f5-a4d6-4bc2-940c-303482da4200
116,MU,Micron Technology Inc,Common stocks,Large cap,Information Technology,"$65,523,650,558",0.71%,USA,Analyze,0a8a072c-e52c-4e41-a2ee-8adbd72217d3
117,BDX,Becton Dickinson,Common stocks,Large cap,Health Care,"$65,389,535,279",1.49%,USA,Analyze,5357bb0b-105e-4218-bc67-e9c9ca4a1eda
118,MRNA,"Moderna, Inc.",Common stocks,Large cap,Health Care,"$64,757,459,855",0.00%,USA,Analyze,8b760bb0-106d-41ee-a1d5-618236320dd2
119,ETN,"Eaton Corporation, PLC",Common stocks,Large cap,Industrials,"$64,479,101,000",1.98%,USA,Analyze,98245487-3340-42c9-888d-1a97743466b5
120,APD,Air Products And Chemicals Inc,Common stocks,Large cap,Materials,"$64,230,767,197",2.17%,USA,Analyze,59df6603-5b31-4ae2-a126-4a3e5c9f30be
121,FISV,Fiserv Inc,Common stocks,Large cap,Information Technology,"$64,137,835,676",0.00%,USA,Analyze,8203d9fa-c91c-4d85-94e4-31dfab8620ac
122,OXY,Occidental Petroleum Corp,Common stocks,Large cap,Energy,"$64,060,269,222",0.57%,USA,Analyze,35739e4a-7c80-495e-b5b8-55b281a11c30
123,HCA,"HCA Healthcare, Inc.",Common stocks,Large cap,Health Care,"$62,904,465,750",0.97%,USA,Analyze,1cea1d69-c7ea-41e5-9e8a-75d4995f8b48
124,CME,CME Group Inc Class A,Common stocks,Large cap,Financials,"$62,714,452,839",2.22%,USA,Analyze,bcdf3a2a-b6fd-484f-8fb0-d127d0c454e5
125,BSX,Boston Scientific Corp,Common stocks,Large cap,Health Care,"$62,677,941,700",0.00%,USA,Analyze,854a8712-3404-4df0-bdbb-c04dfa146ee5
126,CL,Colgate-Palmolive,Common stocks,Large cap,Consumer Staples,"$62,616,009,324",2.46%,USA,Analyze,5974c3eb-bd36-4c79-9e33-f91e680351fa
127,SHW,Sherwin Williams,Common stocks,Large cap,Materials,"$61,935,276,424",0.98%,USA,Analyze,582b5b0b-8a32-46e3-b9cc-f47e4a946060
128,AON,Aon Plc,Common stocks,Large cap,Financials,"$61,307,073,172",0.74%,USA,Analyze,277d774c-8931-4000-9811-4f41b48612ac
129,TFC,Truist Financial Corporation,Common stocks,Large cap,Financials,"$61,084,319,900",4.27%,USA,Analyze,34aee292-0afe-424f-bed6-b16fbfd6ae08
130,CCI,Crown Castle International Corp.,REITs,Large cap,Real Estate,"$60,046,435,819",4.19%,USA,Analyze,e4456284-ac55-4b87-8279-f53fcd589215
131,EQIX,"Equinix, Inc.",REITs,Large cap,Real Estate,"$59,964,698,520",1.87%,USA,Analyze,f8578eca-cf0e-4180-abcf-f495e7062e99
132,PXD,Pioneer Natural Resource,Common stocks,Large cap,Energy,"$59,388,832,868",8.10%,USA,Analyze,2f7878f9-db75-43be-bc7d-8e6995a8a979
133,MET,Metlife Inc,Common stocks,Large cap,Financials,"$58,625,775,638",2.62%,USA,Analyze,7de2ccae-f497-476d-b26b-760bda0bfca4
134,CHTR,Charter Communications Inc Class A,Common stocks,Large cap,Communication Services,"$58,090,668,378",0.00%,USA,Analyze,c3f8a5b3-4496-445b-bc74-85ae22027464
135,ATVI,Activision Blizzard Inc,Common stocks,Large cap,Communication Services,"$57,616,875,985",0.64%,USA,Analyze,93ec8a9c-d587-4867-9996-67733ec86980
136,DG,Dollar General Corp,Common stocks,Large cap,Consumer Discretionary,"$57,281,684,862",0.81%,USA,Analyze,e1e032ac-54a4-40fd-9d90-979044454bec
137,ICE,Intercontinental Exchange Inc,Common stocks,Large cap,Financials,"$57,273,883,628",1.43%,USA,Analyze,e49a2e82-cc7b-4f72-8300-698dab7a2a14
138,GM,General Motors,Common stocks,Large cap,Consumer Discretionary,"$56,458,490,315",0.23%,USA,Analyze,48bbe4a0-d167-4bfe-8d3b-494f9bb56350
139,NSC,Norfolk Southern Corp,Common stocks,Large cap,Industrials,"$56,253,323,475",2.03%,USA,Analyze,6b72a37d-5be3-41f6-bad7-f7c206a4ed85
140,F,Ford Motor Company,Common stocks,Large cap,Consumer Discretionary,"$56,005,923,886",3.14%,USA,Analyze,6df56bd0-0bf2-44ab-8875-f94fd8526942
141,MPC,Marathon Petroleum Corp,Common stocks,Large cap,Energy,"$55,854,998,077",1.93%,USA,Analyze,b76a1f83-0926-4160-8f80-d2c574400d2f
142,EMR,Emerson Electric,Common stocks,Large cap,Industrials,"$55,582,200,000",2.18%,USA,Analyze,da4e8130-90b4-4c27-abd4-1e5be23d083a
143,MCO,Moodys Corp,Common stocks,Large cap,Financials,"$53,908,432,000",0.92%,USA,Analyze,a2234d26-fdb6-4003-b947-e51ffdd9eafa
144,KDP,Keurig Dr Pepper Inc.,Common stocks,Large cap,Consumer Staples,"$53,732,574,588",1.99%,USA,Analyze,51a95422-8b5a-446d-86ee-f34fdd4ddec6
145,UBER,"Uber Technologies, Inc.",Common stocks,Large cap,Industrials,"$53,687,139,341",0.00%,USA,Analyze,29d287a3-771b-4414-95ed-8669423303bf
146,PSA,Public Storage,REITs,Large cap,Real Estate,"$53,185,060,270",2.54%,USA,Analyze,5de38c5c-6c14-4d54-8841-3dce92a8eed4
147,ORLY,Oreilly Automotive Inc,Common stocks,Large cap,Consumer Discretionary,"$52,804,682,497",0.00%,USA,Analyze,1c9452ff-cc48-4b43-b744-85566c61eaf8
148,FCX,"Freeport-McMoRan, Inc.",Common stocks,Large cap,Materials,"$52,527,774,269",1.02%,USA,Analyze,c0e03886-2f53-41a4-ae78-212650ce577f
149,MCK,Mckesson Corp,Common stocks,Large cap,Health Care,"$52,508,961,514",0.53%,USA,Analyze,ab56f82e-b48e-486f-b251-992e7323df82
150,KLAC,KLA-Tencor Corporation,Common stocks,Large cap,Information Technology,"$52,187,773,918",1.20%,USA,Analyze,75d8a411-a432-4c40-92a8-839a11b315b1
151,D,Dominion Energy Inc,Common stocks,Large cap,Utilities,"$51,971,374,536",4.17%,USA,Analyze,222a6549-28c1-4f3d-b6c6-73c0d7bde68f
152,MNST,Monster Beverage Corp,Common stocks,Large cap,Consumer Staples,"$51,809,140,672",0.00%,USA,Analyze,d4d25f45-4520-41cc-b2cb-7070f8c9f7fa
153,ADM,Archer-Daniels-Midland Company,Common stocks,Large cap,Consumer Staples,"$51,791,230,922",1.65%,USA,Analyze,20d5b338-1ae2-4997-a212-80a8c972a38a
154,PSX,Phillips 66,Common stocks,Large cap,Energy,"$51,106,868,545",3.50%,USA,Analyze,124133a3-cf48-45f4-a014-934529fdfd7b
155,VLO,Valero Energy Corp,Common stocks,Large cap,Energy,"$51,062,558,171",2.92%,USA,Analyze,2868168f-8ece-49a8-b0e5-4231f0c8716f
156,MAR,Marriott International Inc,Common stocks,Large cap,Consumer Discretionary,"$50,006,928,062",0.38%,USA,Analyze,4f1c5faf-e387-4c95-b0dd-31aae1df26a5
157,PANW,Palo Alto Networks Inc,Common stocks,Large cap,Information Technology,"$49,102,613,450",0.00%,USA,Analyze,d3a09be9-fd4b-4dc8-9bcc-ea04a4525cb4
158,SRE,Sempra Energy,Common stocks,Large cap,Utilities,"$48,982,567,956",2.88%,USA,Analyze,4c5d4bef-2dbc-472e-8225-4f216d0bf125
159,SNPS,Synopsys Inc,Common stocks,Large cap,Information Technology,"$48,742,020,013",0.00%,USA,Analyze,3da00994-0e60-41db-a7da-c47b2d153bf8
160,VMW,VMWare Inc Class A,Common stocks,Large cap,Information Technology,"$48,482,878,517",0.00%,USA,Analyze,10852882-d27f-4a20-8c77-002d7a09031f
161,KKR,KKR & Co Inc.,Common stocks,Large cap,Financials,"$48,477,409,573",0.55%,USA,Analyze,60eaa78b-b046-4810-8fb4-f762ae3b5014
162,ADSK,Autodesk Inc,Common stocks,Large cap,Information Technology,"$48,127,933,342",0.00%,USA,Analyze,be026807-95fe-403e-adda-3c4785ddd7ff
163,CTVA,"Corteva, Inc.",Common stocks,Large cap,Materials,"$48,021,007,320",0.86%,USA,Analyze,54085fb8-0de0-4369-9e19-3345cfe34a55
164,CNC,Centene Corp,Common stocks,Large cap,Health Care,"$47,809,305,880",0.00%,USA,Analyze,9fac937a-71e9-4eca-9150-69558310cd44
165,GIS,General Mills Inc,Common stocks,Large cap,Consumer Staples,"$47,233,567,027",2.61%,USA,Analyze,81321bff-946a-44ef-91db-3bd632995e32
166,AEP,American Electric Power Inc,Common stocks,Large cap,Utilities,"$47,172,685,640",3.41%,USA,Analyze,38555acf-11b2-460f-b359-f948400dd8e0
